,model,clip,predicted,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
621,cnn_sup,4_2b_task1 8066-8516,TAKE,TAKE=0.8360,WASH=0.2725,DROP=0.2414,WALK=0.0887,GET=0.0846,EAT=0.0829,PUT=0.0123,HOLD=-0.1278,GO=-0.1430,THROW=-0.1572,GIVE=-0.2529,PICK=-0.2681,OPEN=-0.3617,PLAY=-0.4285
616,spatial_unsup,4_2b_task1 8066-8516,WASH,WASH=0.9236,HOLD=0.9217,WALK=0.9141,THROW=0.9125,GIVE=0.9046,GO=0.8994,PICK=0.8992,TAKE=0.8981,DROP=0.8980,EAT=0.8966,PUT=0.8854,GET=0.8766,OPEN=0.8708,PLAY=0.8676
617,spatial_with_names_unsup,4_2b_task1 8066-8516,WASH,WASH=0.9236,HOLD=0.9217,WALK=0.9142,THROW=0.9125,GIVE=0.9046,GO=0.8995,PICK=0.8992,TAKE=0.8981,DROP=0.8979,EAT=0.8967,PUT=0.8854,GET=0.8766,OPEN=0.8708,PLAY=0.8677
620,spatial_with_names_sup,4_2b_task1 8066-8516,PUT,PUT=0.5492,GIVE=0.4956,EAT=0.2573,GET=0.2283,WASH=0.1694,THROW=0.1030,GO=0.0796,OPEN=0.0071,DROP=-0.0047,HOLD=-0.2762,PLAY=-0.3048,TAKE=-0.3374,WALK=-0.4309,PICK=-0.7485
619,spatial_sup,4_2b_task1 8066-8516,PUT,PUT=0.5819,GO=0.2595,WASH=0.1977,GIVE=0.1735,WALK=0.1500,DROP=0.0933,EAT=-0.0115,HOLD=-0.1052,GET=-0.1227,PLAY=-0.1819,OPEN=-0.2696,PICK=-0.3361,THROW=-0.3789,TAKE=-0.6506
628,cnn_sup,4_2b_task1 8516-8966,GO,GO=0.4283,OPEN=0.3557,TAKE=0.3502,GET=0.2475,EAT=0.1418,WASH=0.1141,DROP=0.0919,THROW=0.0363,PICK=0.0020,PLAY=-0.0822,GIVE=-0.1545,WALK=-0.3682,HOLD=-0.4544,PUT=-0.6467
625,cnn_unsup,4_2b_task1 8516-8966,WALK,WALK=0.9921,GET=0.9916,WASH=0.9884,PUT=0.9863,PLAY=0.9853,GO=0.9845,THROW=0.9843,PICK=0.9842,TAKE=0.9840,EAT=0.9837,DROP=0.9756,HOLD=0.9723,GIVE=0.9708,OPEN=0.9564
626,spatial_sup,4_2b_task1 8516-8966,WALK,WALK=0.6589,HOLD=0.3530,EAT=0.2841,GET=0.2785,WASH=0.2660,PUT=0.1249,TAKE=0.1150,PICK=-0.1244,GO=-0.1773,DROP=-0.2446,PLAY=-0.3235,OPEN=-0.4457,THROW=-0.4810,GIVE=-0.6453
627,spatial_with_names_sup,4_2b_task1 8516-8966,GET,GET=0.4781,WASH=0.4021,DROP=0.3671,PUT=0.3061,GIVE=0.1962,HOLD=0.1880,WALK=0.1810,PICK=-0.0083,OPEN=-0.1420,GO=-0.1579,PLAY=-0.2201,TAKE=-0.2769,EAT=-0.3212,THROW=-0.5708
629,rand,4_2b_task1 8516-8966,HOLD,,,,,,,,,,,,,,
624,spatial_with_names_unsup,4_2b_task1 8516-8966,WALK,WALK=0.0095,GET=0.0069,WASH=0.0063,THROW=0.0061,EAT=0.0058,PLAY=0.0058,PUT=0.0057,GO=0.0051,TAKE=0.0046,PICK=0.0040,OPEN=0.0030,DROP=0.0027,HOLD=0.0024,GIVE=-0.0020
623,spatial_unsup,4_2b_task1 8516-8966,WALK,WALK=0.0089,GET=0.0071,WASH=0.0062,PLAY=0.0056,THROW=0.0056,PUT=0.0055,GO=0.0048,EAT=0.0048,TAKE=0.0044,PICK=0.0038,OPEN=0.0030,DROP=0.0028,HOLD=0.0024,GIVE=-0.0020
636,rand,4_2b_task1 8966-9416,GET,,,,,,,,,,,,,,
630,spatial_unsup,4_2b_task1 8966-9416,WALK,WALK=0.0090,GET=0.0072,WASH=0.0063,THROW=0.0062,PLAY=0.0060,PUT=0.0059,EAT=0.0050,GO=0.0050,TAKE=0.0045,PICK=0.0039,OPEN=0.0031,DROP=0.0030,HOLD=0.0023,GIVE=-0.0013
633,spatial_sup,4_2b_task1 8966-9416,GO,GO=0.4919,GET=0.4007,OPEN=0.3062,EAT=0.2941,HOLD=0.2474,PUT=0.0397,WASH=0.0348,WALK=0.0181,PICK=-0.1216,DROP=-0.2503,GIVE=-0.2872,THROW=-0.2961,PLAY=-0.4845,TAKE=-0.5257
635,cnn_sup,4_2b_task1 8966-9416,GO,GO=0.4740,GIVE=0.4679,OPEN=0.3573,EAT=0.3170,WALK=0.1509,PUT=0.1312,WASH=0.0001,GET=-0.0623,TAKE=-0.1139,HOLD=-0.2844,PICK=-0.3545,DROP=-0.3613,PLAY=-0.4708,THROW=-0.4802
634,spatial_with_names_sup,4_2b_task1 8966-9416,WASH,WASH=0.4528,GO=0.3802,HOLD=0.3418,GET=0.2847,PUT=0.1855,GIVE=0.1063,DROP=0.0996,WALK=0.0292,EAT=0.0060,OPEN=-0.0902,PICK=-0.1593,TAKE=-0.4586,THROW=-0.4666,PLAY=-0.6423
631,spatial_with_names_unsup,4_2b_task1 8966-9416,WALK,WALK=0.0097,GET=0.0069,THROW=0.0067,WASH=0.0064,EAT=0.0061,PLAY=0.0061,PUT=0.0061,GO=0.0053,TAKE=0.0047,PICK=0.0041,OPEN=0.0032,DROP=0.0029,HOLD=0.0024,GIVE=-0.0013
632,cnn_unsup,4_2b_task1 8966-9416,WALK,WALK=0.9920,GET=0.9905,WASH=0.9894,PUT=0.9864,EAT=0.9854,GO=0.9847,TAKE=0.9844,PICK=0.9839,PLAY=0.9835,THROW=0.9828,DROP=0.9760,HOLD=0.9745,GIVE=0.9688,OPEN=0.9550
637,spatial_unsup,4_2b_task1 9416-9866,EAT,EAT=0.9996,PICK=0.9977,TAKE=0.9974,GET=0.9952,GO=0.9950,THROW=0.9942,PUT=0.9934,HOLD=0.9907,WASH=0.9907,WALK=0.9874,PLAY=0.9858,OPEN=0.9806,DROP=0.9780,GIVE=0.9477
643,rand,4_2b_task1 9416-9866,HOLD,,,,,,,,,,,,,,
641,spatial_with_names_sup,4_2b_task1 9416-9866,GO,GO=0.6208,HOLD=0.3488,PICK=0.3453,GIVE=0.0514,WALK=-0.0031,THROW=-0.0279,OPEN=-0.0305,DROP=-0.0447,PUT=-0.1055,EAT=-0.1206,TAKE=-0.1217,PLAY=-0.2257,WASH=-0.3220,GET=-0.6405
639,cnn_unsup,4_2b_task1 9416-9866,WALK,WALK=0.9909,GET=0.9906,WASH=0.9900,PUT=0.9862,EAT=0.9856,GO=0.9856,TAKE=0.9850,PICK=0.9847,PLAY=0.9827,THROW=0.9806,DROP=0.9786,HOLD=0.9747,GIVE=0.9677,OPEN=0.9571
638,spatial_with_names_unsup,4_2b_task1 9416-9866,EAT,EAT=0.9996,PICK=0.9977,TAKE=0.9974,GET=0.9952,GO=0.9950,THROW=0.9942,PUT=0.9934,HOLD=0.9907,WASH=0.9907,WALK=0.9873,PLAY=0.9858,OPEN=0.9806,DROP=0.9780,GIVE=0.9477
642,cnn_sup,4_2b_task1 9416-9866,GO,GO=0.6185,WASH=0.6056,GET=0.5009,THROW=0.3251,GIVE=0.1319,OPEN=0.0914,WALK=0.0311,PLAY=-0.0208,EAT=-0.0230,HOLD=-0.1398,DROP=-0.2068,PUT=-0.3472,TAKE=-0.3752,PICK=-0.5276
640,spatial_sup,4_2b_task1 9416-9866,GO,GO=0.6678,OPEN=0.3476,DROP=0.3144,HOLD=0.1999,THROW=0.1928,GIVE=0.1385,EAT=0.0805,PUT=-0.0385,PICK=-0.0832,PLAY=-0.2060,WALK=-0.2531,TAKE=-0.2693,GET=-0.4756,WASH=-0.5423
648,spatial_with_names_sup,4_2b_task1 9866-10316,GET,GET=0.7146,WASH=0.4695,PICK=0.3968,TAKE=0.3554,HOLD=0.3364,OPEN=0.0422,GO=-0.0493,WALK=-0.0513,THROW=-0.0530,DROP=-0.1475,PLAY=-0.1773,GIVE=-0.2493,EAT=-0.3538,PUT=-0.5563
645,spatial_with_names_unsup,4_2b_task1 9866-10316,OPEN,OPEN=0.8378,THROW=0.8070,TAKE=0.8012,GET=0.8011,EAT=0.7570,WALK=0.7521,HOLD=0.7433,WASH=0.7333,PICK=0.7305,GO=0.7154,GIVE=0.7113,PUT=0.7017,PLAY=0.6667,DROP=0.6498
649,cnn_sup,4_2b_task1 9866-10316,GO,GO=0.4886,OPEN=0.4362,PICK=0.3192,WASH=0.2521,PLAY=0.2353,GET=0.2134,GIVE=0.0883,DROP=-0.1378,HOLD=-0.1714,TAKE=-0.2298,EAT=-0.2359,THROW=-0.2854,WALK=-0.3533,PUT=-0.5177
644,spatial_unsup,4_2b_task1 9866-10316,OPEN,OPEN=0.8378,THROW=0.8070,TAKE=0.8012,GET=0.8011,EAT=0.7570,WALK=0.7521,HOLD=0.7433,WASH=0.7333,PICK=0.7305,GO=0.7154,GIVE=0.7113,PUT=0.7017,PLAY=0.6667,DROP=0.6498
650,rand,4_2b_task1 9866-10316,WALK,,,,,,,,,,,,,,
646,cnn_unsup,4_2b_task1 9866-10316,GET,GET=0.9947,GO=0.9927,PUT=0.9924,PICK=0.9920,PLAY=0.9920,WASH=0.9917,TAKE=0.9916,THROW=0.9912,WALK=0.9908,EAT=0.9902,DROP=0.9877,GIVE=0.9861,HOLD=0.9839,OPEN=0.9769
647,spatial_sup,4_2b_task1 9866-10316,GET,GET=0.7884,PICK=0.4611,OPEN=0.4030,WASH=0.2092,TAKE=0.1187,HOLD=0.0605,THROW=0.0485,GO=-0.0609,PLAY=-0.1130,DROP=-0.1134,WALK=-0.1510,GIVE=-0.1957,EAT=-0.4264,PUT=-0.5135
705,cnn_sup,4_2b_task2 13598-14048,GET,GET=0.6030,THROW=0.4606,GIVE=0.3661,WASH=0.3205,PUT=0.3132,GO=0.1904,OPEN=0.1088,PLAY=0.0282,WALK=-0.1709,EAT=-0.2549,TAKE=-0.3268,PICK=-0.4043,DROP=-0.4487,HOLD=-0.4724
704,spatial_with_names_sup,4_2b_task2 13598-14048,WALK,WALK=0.5384,DROP=0.3899,PUT=0.3585,THROW=0.1814,EAT=0.1136,GO=0.0889,GET=-0.0211,WASH=-0.0802,PLAY=-0.2715,OPEN=-0.2737,HOLD=-0.2782,GIVE=-0.3189,TAKE=-0.3670,PICK=-0.5039
701,spatial_with_names_unsup,4_2b_task2 13598-14048,WALK,WALK=0.0094,THROW=0.0083,PLAY=0.0075,PUT=0.0073,EAT=0.0072,GET=0.0070,WASH=0.0067,GO=0.0061,TAKE=0.0050,PICK=0.0045,DROP=0.0040,OPEN=0.0039,HOLD=0.0027,GIVE=0.0015
706,rand,4_2b_task2 13598-14048,WALK,,,,,,,,,,,,,,
702,cnn_unsup,4_2b_task2 13598-14048,GET,GET=0.9953,WALK=0.9939,WASH=0.9938,GO=0.9927,PUT=0.9920,PLAY=0.9917,TAKE=0.9916,EAT=0.9913,PICK=0.9913,THROW=0.9895,DROP=0.9855,HOLD=0.9821,GIVE=0.9804,OPEN=0.9732
703,spatial_sup,4_2b_task2 13598-14048,PUT,PUT=0.4790,WALK=0.2324,PLAY=0.2317,GET=0.2191,EAT=0.1645,THROW=0.1531,GO=0.1327,OPEN=-0.1113,DROP=-0.1425,GIVE=-0.2409,PICK=-0.3984,HOLD=-0.4941,WASH=-0.6190,TAKE=-0.6221
700,spatial_unsup,4_2b_task2 13598-14048,WALK,WALK=0.0084,THROW=0.0079,PLAY=0.0076,PUT=0.0072,GET=0.0070,WASH=0.0066,EAT=0.0058,GO=0.0058,TAKE=0.0047,PICK=0.0042,DROP=0.0041,OPEN=0.0038,HOLD=0.0027,GIVE=0.0015
707,spatial_unsup,4_2b_task2 14048-14498,WALK,WALK=0.0090,GET=0.0076,WASH=0.0071,PLAY=0.0067,PUT=0.0066,THROW=0.0064,GO=0.0057,EAT=0.0055,TAKE=0.0049,PICK=0.0043,DROP=0.0040,OPEN=0.0038,HOLD=0.0031,GIVE=-0.0005
708,spatial_with_names_unsup,4_2b_task2 14048-14498,WALK,WALK=0.0099,GET=0.0077,WASH=0.0071,PLAY=0.0068,THROW=0.0068,PUT=0.0068,EAT=0.0066,GO=0.0058,TAKE=0.0051,PICK=0.0045,OPEN=0.0038,DROP=0.0036,HOLD=0.0031,GIVE=-0.0005
712,cnn_sup,4_2b_task2 14048-14498,TAKE,TAKE=0.6758,GET=0.4538,WASH=0.3774,PUT=0.0357,THROW=-0.0135,DROP=-0.0143,EAT=-0.0317,OPEN=-0.0322,PICK=-0.0780,WALK=-0.1130,PLAY=-0.2003,GO=-0.2228,GIVE=-0.2891,HOLD=-0.5896
713,rand,4_2b_task2 14048-14498,DROP,,,,,,,,,,,,,,
711,spatial_with_names_sup,4_2b_task2 14048-14498,WALK,WALK=0.6260,DROP=0.5035,PUT=0.4106,THROW=0.0340,WASH=-0.0274,HOLD=-0.0398,EAT=-0.0774,PICK=-0.0900,GET=-0.1014,TAKE=-0.1304,GIVE=-0.2052,OPEN=-0.2923,GO=-0.2956,PLAY=-0.3271
710,spatial_sup,4_2b_task2 14048-14498,WALK,WALK=0.5086,PUT=0.4986,DROP=0.2349,PICK=0.0704,EAT=0.0529,GET=-0.0127,HOLD=-0.0795,PLAY=-0.0975,THROW=-0.1011,GO=-0.1964,GIVE=-0.2480,OPEN=-0.2893,TAKE=-0.4185,WASH=-0.6248
709,cnn_unsup,4_2b_task2 14048-14498,GO,GO=0.9934,TAKE=0.9923,EAT=0.9919,PUT=0.9917,PICK=0.9912,GET=0.9912,PLAY=0.9910,WASH=0.9900,THROW=0.9893,HOLD=0.9892,DROP=0.9890,WALK=0.9867,GIVE=0.9858,OPEN=0.9816
720,rand,4_2b_task2 14498-14948,GET,,,,,,,,,,,,,,
714,spatial_unsup,4_2b_task2 14498-14948,GIVE,GIVE=0.9545,PUT=0.9352,TAKE=0.9270,WASH=0.9210,EAT=0.9147,PICK=0.9135,GET=0.9128,HOLD=0.9048,THROW=0.9010,GO=0.8960,OPEN=0.8847,WALK=0.8832,PLAY=0.8716,DROP=0.8704
715,spatial_with_names_unsup,4_2b_task2 14498-14948,GIVE,GIVE=0.9545,PUT=0.9352,TAKE=0.9270,WASH=0.9210,EAT=0.9147,PICK=0.9135,GET=0.9128,HOLD=0.9048,THROW=0.9010,GO=0.8960,OPEN=0.8847,WALK=0.8832,PLAY=0.8716,DROP=0.8704
718,spatial_with_names_sup,4_2b_task2 14498-14948,WASH,WASH=0.6205,HOLD=0.4053,GO=0.3438,OPEN=0.3004,GET=0.2833,EAT=0.1764,PICK=0.1527,TAKE=0.1477,GIVE=-0.0008,DROP=-0.0059,THROW=-0.1913,PLAY=-0.2483,WALK=-0.5411,PUT=-0.7094
719,cnn_sup,4_2b_task2 14498-14948,WASH,WASH=0.3329,PUT=0.3287,PLAY=0.2501,DROP=0.1966,OPEN=0.1578,GET=0.1374,TAKE=0.1263,EAT=0.1163,WALK=0.0771,GO=-0.0481,GIVE=-0.1088,HOLD=-0.3208,PICK=-0.4016,THROW=-0.6293
717,spatial_sup,4_2b_task2 14498-14948,OPEN,OPEN=0.7387,PICK=0.4246,WASH=0.3889,HOLD=0.3889,DROP=0.2816,GET=0.2808,GIVE=0.2525,GO=0.1873,EAT=0.0053,TAKE=-0.1470,PLAY=-0.2413,PUT=-0.4072,WALK=-0.4361,THROW=-0.5407
716,cnn_unsup,4_2b_task2 14498-14948,PLAY,PLAY=0.9933,GO=0.9925,TAKE=0.9919,EAT=0.9917,PUT=0.9915,GET=0.9912,PICK=0.9908,THROW=0.9895,DROP=0.9895,HOLD=0.9892,WALK=0.9880,WASH=0.9880,GIVE=0.9851,OPEN=0.9847
723,cnn_unsup,4_2b_task2 14948-15398,PLAY,PLAY=0.9957,GET=0.9953,PUT=0.9952,THROW=0.9950,GO=0.9944,TAKE=0.9942,EAT=0.9939,PICK=0.9934,WALK=0.9931,WASH=0.9919,DROP=0.9888,HOLD=0.9874,GIVE=0.9861,OPEN=0.9792
726,cnn_sup,4_2b_task2 14948-15398,GET,GET=0.7000,PICK=0.3650,PLAY=0.2791,THROW=0.2685,OPEN=0.2203,WASH=0.1411,GIVE=-0.0311,TAKE=-0.0366,EAT=-0.0765,HOLD=-0.1593,GO=-0.1932,PUT=-0.2384,DROP=-0.3576,WALK=-0.5831
722,spatial_with_names_unsup,4_2b_task2 14948-15398,DROP,DROP=0.8839,PUT=0.8714,WASH=0.8569,HOLD=0.8525,GO=0.8458,PICK=0.8455,WALK=0.8393,GIVE=0.8386,PLAY=0.8373,EAT=0.8129,TAKE=0.7947,THROW=0.7920,GET=0.7753,OPEN=0.6918
727,rand,4_2b_task2 14948-15398,PLAY,,,,,,,,,,,,,,
724,spatial_sup,4_2b_task2 14948-15398,GIVE,GIVE=0.5863,PUT=0.5227,GO=0.3231,DROP=0.2381,PLAY=0.1672,OPEN=-0.0023,PICK=-0.1302,HOLD=-0.2176,WALK=-0.2752,EAT=-0.2801,WASH=-0.2857,GET=-0.3242,THROW=-0.3536,TAKE=-0.4639
721,spatial_unsup,4_2b_task2 14948-15398,DROP,DROP=0.8839,PUT=0.8714,WASH=0.8569,HOLD=0.8525,GO=0.8458,PICK=0.8455,WALK=0.8393,GIVE=0.8386,PLAY=0.8373,EAT=0.8129,TAKE=0.7947,THROW=0.7920,GET=0.7753,OPEN=0.6918
725,spatial_with_names_sup,4_2b_task2 14948-15398,GIVE,GIVE=0.7189,PUT=0.4636,DROP=0.3829,GO=0.2844,PLAY=0.1477,EAT=0.1015,THROW=0.0535,OPEN=-0.0812,TAKE=-0.1399,HOLD=-0.2475,GET=-0.3058,WASH=-0.3814,WALK=-0.6086,PICK=-0.6134
731,spatial_sup,4_2b_task2 15398-15848,THROW,THROW=0.6297,GET=0.4455,GO=0.1292,PICK=0.0602,OPEN=0.0489,WALK=-0.0398,PUT=-0.0866,TAKE=-0.1360,PLAY=-0.1797,WASH=-0.2077,GIVE=-0.2217,HOLD=-0.2330,EAT=-0.2641,DROP=-0.4375
730,cnn_unsup,4_2b_task2 15398-15848,GET,GET=0.9903,WALK=0.9893,GO=0.9881,WASH=0.9872,PUT=0.9867,TAKE=0.9863,PICK=0.9860,PLAY=0.9856,EAT=0.9854,THROW=0.9838,DROP=0.9807,HOLD=0.9796,GIVE=0.9783,OPEN=0.9646
734,rand,4_2b_task2 15398-15848,GO,,,,,,,,,,,,,,
728,spatial_unsup,4_2b_task2 15398-15848,WALK,WALK=0.9801,THROW=0.9693,HOLD=0.9687,GO=0.9679,DROP=0.9632,PICK=0.9621,EAT=0.9620,PLAY=0.9612,WASH=0.9549,TAKE=0.9539,GET=0.9524,OPEN=0.9439,PUT=0.9395,GIVE=0.8671
733,cnn_sup,4_2b_task2 15398-15848,GO,GO=0.3993,THROW=0.3941,WASH=0.3277,PICK=0.2253,GET=0.2029,HOLD=0.2029,OPEN=0.0425,PLAY=0.0350,DROP=0.0133,GIVE=-0.0590,TAKE=-0.1081,WALK=-0.2058,EAT=-0.5304,PUT=-0.5934
732,spatial_with_names_sup,4_2b_task2 15398-15848,GET,GET=0.6732,THROW=0.3569,WALK=0.1692,WASH=0.1551,GO=0.1453,PUT=0.1077,GIVE=-0.1477,OPEN=-0.1549,PICK=-0.1634,TAKE=-0.1900,PLAY=-0.2152,HOLD=-0.2499,DROP=-0.3849,EAT=-0.4329
729,spatial_with_names_unsup,4_2b_task2 15398-15848,WALK,WALK=0.9800,THROW=0.9693,HOLD=0.9687,GO=0.9679,DROP=0.9632,PICK=0.9621,EAT=0.9620,PLAY=0.9612,WASH=0.9549,TAKE=0.9539,GET=0.9524,OPEN=0.9439,PUT=0.9395,GIVE=0.8671
735,spatial_unsup,4_2b_task2 15848-16298,GIVE,GIVE=0.8349,TAKE=0.8173,THROW=0.8012,OPEN=0.7963,WASH=0.7953,HOLD=0.7914,GET=0.7867,WALK=0.7844,EAT=0.7827,PICK=0.7654,PUT=0.7632,GO=0.7401,DROP=0.6995,PLAY=0.6884
736,spatial_with_names_unsup,4_2b_task2 15848-16298,GIVE,GIVE=0.8349,TAKE=0.8173,THROW=0.8012,OPEN=0.7963,WASH=0.7953,HOLD=0.7914,GET=0.7867,WALK=0.7844,EAT=0.7827,PICK=0.7654,PUT=0.7632,GO=0.7401,DROP=0.6995,PLAY=0.6884
740,cnn_sup,4_2b_task2 15848-16298,DROP,DROP=0.3728,TAKE=0.3338,PLAY=0.2723,PICK=0.2516,GO=0.2017,OPEN=0.1371,WASH=0.0421,GIVE=-0.0074,PUT=-0.0891,GET=-0.1487,HOLD=-0.1866,WALK=-0.4085,THROW=-0.4887,EAT=-0.5411
738,spatial_sup,4_2b_task2 15848-16298,WALK,WALK=0.6463,GET=0.5141,WASH=0.3210,PLAY=0.1678,PUT=0.0896,DROP=0.0707,THROW=0.0340,PICK=-0.0411,EAT=-0.1531,TAKE=-0.2394,HOLD=-0.3530,OPEN=-0.4029,GO=-0.4680,GIVE=-0.4983
741,rand,4_2b_task2 15848-16298,EAT,,,,,,,,,,,,,,
739,spatial_with_names_sup,4_2b_task2 15848-16298,GET,GET=0.7667,WASH=0.5061,WALK=0.4079,PUT=0.2386,PLAY=0.0149,THROW=-0.0811,OPEN=-0.1021,PICK=-0.1214,DROP=-0.1365,GIVE=-0.1385,EAT=-0.3274,GO=-0.3422,HOLD=-0.3516,TAKE=-0.3753
737,cnn_unsup,4_2b_task2 15848-16298,PLAY,PLAY=0.9947,GET=0.9944,WALK=0.9942,GO=0.9937,TAKE=0.9935,PUT=0.9933,EAT=0.9926,PICK=0.9925,THROW=0.9922,WASH=0.9901,DROP=0.9879,HOLD=0.9847,GIVE=0.9820,OPEN=0.9770
742,spatial_unsup,4_2b_task2 16298-16748,WALK,WALK=0.9736,THROW=0.9654,GO=0.9631,HOLD=0.9599,PLAY=0.9592,EAT=0.9573,PICK=0.9561,DROP=0.9560,GET=0.9513,TAKE=0.9488,OPEN=0.9454,WASH=0.9444,PUT=0.9312,GIVE=0.8479
745,spatial_sup,4_2b_task2 16298-16748,THROW,THROW=0.6962,GET=0.3238,GO=0.1666,PICK=0.0153,WALK=-0.0249,OPEN=-0.0340,PUT=-0.0504,TAKE=-0.1025,GIVE=-0.1869,HOLD=-0.1883,WASH=-0.2094,PLAY=-0.2505,EAT=-0.3133,DROP=-0.3441
746,spatial_with_names_sup,4_2b_task2 16298-16748,THROW,THROW=0.5411,GO=0.2938,PICK=0.1973,WALK=0.1195,TAKE=0.0406,GET=0.0382,HOLD=-0.0692,WASH=-0.0776,PUT=-0.1005,GIVE=-0.1720,OPEN=-0.1995,PLAY=-0.2867,EAT=-0.3270,DROP=-0.4533
744,cnn_unsup,4_2b_task2 16298-16748,GET,GET=0.9925,WALK=0.9919,WASH=0.9898,GO=0.9895,PUT=0.9885,TAKE=0.9880,PLAY=0.9876,EAT=0.9874,PICK=0.9874,THROW=0.9855,DROP=0.9813,HOLD=0.9799,GIVE=0.9775,OPEN=0.9647
743,spatial_with_names_unsup,4_2b_task2 16298-16748,WALK,WALK=0.9736,THROW=0.9654,GO=0.9631,HOLD=0.9599,PLAY=0.9592,EAT=0.9573,PICK=0.9561,DROP=0.9560,GET=0.9513,TAKE=0.9488,OPEN=0.9454,WASH=0.9444,PUT=0.9312,GIVE=0.8479
748,rand,4_2b_task2 16298-16748,PICK,,,,,,,,,,,,,,
747,cnn_sup,4_2b_task2 16298-16748,GET,GET=0.6548,WASH=0.5408,THROW=0.3223,GO=0.3121,OPEN=0.2802,GIVE=0.1402,HOLD=0.1176,PLAY=0.0405,TAKE=-0.1143,DROP=-0.1636,PUT=-0.1760,PICK=-0.2248,WALK=-0.3549,EAT=-0.5446
754,cnn_sup,4_2b_task2 16748-17198,DROP,DROP=0.6597,TAKE=0.5925,OPEN=0.3342,PLAY=0.3274,WASH=0.0915,GET=0.0674,PICK=0.0336,THROW=-0.0160,PUT=-0.0928,WALK=-0.1043,EAT=-0.1334,HOLD=-0.2016,GO=-0.3868,GIVE=-0.7415
750,spatial_with_names_unsup,4_2b_task2 16748-17198,GIVE,GIVE=0.6435,OPEN=0.6087,TAKE=0.5945,GET=0.5769,THROW=0.5629,EAT=0.5346,WASH=0.5310,PUT=0.5160,HOLD=0.5081,PICK=0.5051,WALK=0.4815,GO=0.4698,PLAY=0.4054,DROP=0.3903
755,rand,4_2b_task2 16748-17198,GO,,,,,,,,,,,,,,
751,cnn_unsup,4_2b_task2 16748-17198,GO,GO=0.9942,TAKE=0.9939,EAT=0.9929,PICK=0.9926,PLAY=0.9924,PUT=0.9919,DROP=0.9914,HOLD=0.9911,THROW=0.9901,GET=0.9897,WALK=0.9878,WASH=0.9871,GIVE=0.9865,OPEN=0.9862
749,spatial_unsup,4_2b_task2 16748-17198,GIVE,GIVE=0.6435,OPEN=0.6087,TAKE=0.5945,GET=0.5769,THROW=0.5629,EAT=0.5346,WASH=0.5310,PUT=0.5160,HOLD=0.5081,PICK=0.5051,WALK=0.4814,GO=0.4698,PLAY=0.4054,DROP=0.3903
752,spatial_sup,4_2b_task2 16748-17198,GET,GET=0.6348,WALK=0.3802,WASH=0.1991,OPEN=0.1984,DROP=0.1373,EAT=0.1286,PICK=0.0787,HOLD=0.0141,PLAY=-0.0776,GO=-0.0865,THROW=-0.0958,PUT=-0.2758,TAKE=-0.3056,GIVE=-0.5935
753,spatial_with_names_sup,4_2b_task2 16748-17198,WALK,WALK=0.7224,PICK=0.4142,WASH=0.4098,HOLD=0.3217,GET=0.2237,GO=-0.0314,EAT=-0.0447,DROP=-0.0835,TAKE=-0.1049,OPEN=-0.1103,THROW=-0.2484,PUT=-0.3034,PLAY=-0.3813,GIVE=-0.6984
759,spatial_sup,4_2b_task2 17198-17648,WASH,WASH=0.5742,HOLD=0.4525,GO=0.3721,OPEN=0.2784,EAT=0.2694,WALK=0.2318,PICK=0.1994,GET=0.1006,DROP=-0.1211,TAKE=-0.3148,PUT=-0.3331,PLAY=-0.3459,GIVE=-0.3529,THROW=-0.6302
758,cnn_unsup,4_2b_task2 17198-17648,GO,GO=0.9941,TAKE=0.9940,HOLD=0.9938,EAT=0.9938,DROP=0.9928,PLAY=0.9925,PICK=0.9925,PUT=0.9921,OPEN=0.9913,THROW=0.9903,GIVE=0.9886,GET=0.9885,WASH=0.9871,WALK=0.9854
760,spatial_with_names_sup,4_2b_task2 17198-17648,GET,GET=0.6890,WASH=0.5995,WALK=0.2989,HOLD=0.1207,PUT=0.0825,OPEN=0.0762,PICK=-0.0156,GO=-0.0333,DROP=-0.1459,EAT=-0.1619,GIVE=-0.1676,PLAY=-0.3184,THROW=-0.4013,TAKE=-0.4312
762,rand,4_2b_task2 17198-17648,TAKE,,,,,,,,,,,,,,
761,cnn_sup,4_2b_task2 17198-17648,DROP,DROP=0.6779,OPEN=0.3850,TAKE=0.3769,PICK=0.2940,PLAY=0.2736,HOLD=0.1921,GO=-0.0159,EAT=-0.2119,PUT=-0.2224,WALK=-0.2263,WASH=-0.3065,GIVE=-0.3298,THROW=-0.4341,GET=-0.4601
756,spatial_unsup,4_2b_task2 17198-17648,OPEN,OPEN=0.8741,WALK=0.8652,GET=0.8545,EAT=0.8506,PLAY=0.8499,THROW=0.8461,TAKE=0.8421,GO=0.8316,PICK=0.8296,HOLD=0.8265,DROP=0.8056,WASH=0.7949,PUT=0.7931,GIVE=0.6554
757,spatial_with_names_unsup,4_2b_task2 17198-17648,OPEN,OPEN=0.8741,WALK=0.8652,GET=0.8545,EAT=0.8506,PLAY=0.8499,THROW=0.8461,TAKE=0.8421,GO=0.8316,PICK=0.8296,HOLD=0.8265,DROP=0.8056,WASH=0.7949,PUT=0.7931,GIVE=0.6554
